job_name,salary,address,company_name,position_desc
测试工程师,面议,北京,北京大华无线电仪器有限责任公司,
茶叶质量检测员,6000-8000,北京,北京二商京华茶业有限公司,
车联网E2E测试工程师（长春）,面议,,中华英才网云招聘-一汽-大众汽车有限公司,",1.深度参与车型项目需求定义、分析、设计过程，全面了解车联网功能需求 ,2.负责撰写端到端测试用例 ,3.负责开展端到端测试并识别问题根因，合理分发至各研发团队 ,4.追溯测试问题处理情况, ,1.毕业时间为2021年12月前的本科及以上学历海外在校生 ,2.计算机科学与技术、软件工程、电子科学与技术、信息与通信工程、控制科学与工程相关专业,3.海外留学生外语能力符合下列条件之一：,（1）托福成绩80分及以上或雅思6.0分及以上；,（2）TestDaF 16分及以上、DSH-2及以上；,（3）CET6-425分及以上；,（4）高中及以前即已出国，通过预科、语言课程、国内外（境内外）院校联合培养方式的出国人员，对语言考试成绩不做强制要求，但需提供相应证明材料 ,4.熟悉测试设计、分析、问题跟踪等工具、方法与理论，对测试个人理解。有在快速交付项目中主导自动化测试、性能测试等的实际成功经验 ,5.测试基础扎实，熟悉计算机、网络原理，熟悉Python语言、java语言尤佳 ,6.成绩优秀、身体健康 ,7. 2021年可入职。,非应届支持实习，可投递，在个人姓名上标明实习"
宝石检测岗,6000-8000,北京,北京国首珠宝首饰检测有限公司,
宝石检测岗,面议,北京,大同人社局-北京北辰洲际酒店,
系统测试,面议,北京,大同人社局-北京公交集团党校,
检测中心专员（品控）,面议,山西省-临汾,大同人社局-北京城建集团有限责任公司工程总承包部,
测试,面议,,邢测试初始化-邢测试初始化,
测试职位测试,面议,,邢新ATS测试项目-邢新ATS测试项目,
测试工程师,面议,北京,中华英才网云招聘-伴鱼,",1、深度参与产品研发项目， 协同产品经理、设计、研发团队，保障交付产品质量 ,2、能独立完成相关业务的用例设计和自动化实现，对线上线下问题跟进和分析                          ,  ,1、2021年毕业应届生，计算机及相关专业，本科及以上学历； ,2、熟练使用Golang/C/C++/Python/Java等语言之一进行代码编写 ,3、了解并可以使用MySQL、Mongodb等数据库一种或多种 ,4、熟悉软件测试，数据结构，算法，操作系统、TCP/IP等网络基础知识 5、良好的沟通能力，具备测试思维，能清晰准确的传达自己的想法 ,6、有较强的学习能力，关注测试领域前沿技术  ,具有以下经历优先考虑 ,1、在校学习成绩优异 ,2、有作为核心人员参与实验室项目的经历 ,3、有主流互联网公司的实习经历 ,4、根据测试计划，保证测试进度和质量；参与质量体系规划与建设 ,5、发现可完善的研发、测试过程中质量和效率的问题, 提出明确改进意见，并参与实现"
Java开发工程师,面议,天津,北京联想云科技有限公司,"计算机相关专业；  ,5人；  ,天津。"
三峡（凉山）能源投资有限公司  生产管理部（运维中心）生产运行岗,面议,四川省,中国长江三峡集团有限公司-三峡集团四川能源投资有限公司,",1.大学本科及以上学历，3年及以上相关专业工作经历； ,2.熟悉电力安全工作规程、运行规程、调度规程、事故调查规程、两票标准等相关专业知识，熟悉发电系统及设备原理、检修工艺及质量标准； ,3.在风机、光伏项目有过运行维护经验者优先考虑录用；拥有相关工程师、技能等资格证书者优先考虑录用；经验丰富，专业学科等有专长优先考虑； ,4.服从公司调配，能适应高海拔工作环境； ,5.具备履行本岗位职责所需的身体和心理素质。,  ,1.负责现场各项工作，完成当值设备的运行、维护、数据管理等任务； ,2.正确完整接受调度指令，组织实施调度指令并监护倒闸操作和事故处理； ,3.组织做好设备巡视、日常维护及完成本班的安全活动和培训工作； ,4.审查工作票和操作票，审查运行工作记录并保证其正确完备，按规定做好交接班工作； ,5.完成领导交办的其他工作。"
运维与产品开发岗（中国供销电子商务有限公司（北京全国棉花交易市场集团有限公司））,面议,,中国供销集团-中国供销电子商务有限公司,",1.管理市场IT产品源代码和设计文档；   ,2.与业务需求部门有效沟通，将业务需求通过技术语言专业表述；,3.参与系统设计、开发、调试和相关测试工作；,4.负责相关技术文档及用户手册的编写及培训工作，参与制定维护策略；   ,5.负责部分Java类实施项目的概要设计、详细设计；   ,6.负责部分b/s系统的简单二次开发和部分报表开发。                         ,  ,1.软件工程、计算机科学与技术或相关计算机专业，硕士研究生学历；   ,2.熟悉Java编程，包括jvm、多线程、连接池、缓存等；了解目前流行开源框架(spring/mvc  /mybatis、hibernate)，并且对其核心思想、实现原理有一定认知；   ,3.熟练掌握SQL语句；了解Oracle、mysql、DB2等至少一种数据库，对sql优化有一定经验者优先考虑；   ,4.有良好的代码书写、注释和单元测试习惯；                                        ,5.了解Hadoop,MapReduce应用开发，了解HBase、MapReduce、Storm等大数据开发工具，有分布式数据处理经验者优先考虑。"
高级Java工程师,面议,北京,58 X 腾讯课堂-龙湖集团,
信息科技中心-APP后台JAVA开发,面议,其他,58 X 腾讯课堂-大家保险集团,"。,。,。"
JAVA软件开发工程师,面议,北京,58 X 腾讯课堂-京东,
运维人员,面议,河南省,中国核工业集团有限公司-湖南新华水利电力有限公司,
JAVA 开发专家,面议,北京,58 X 腾讯课堂-京东,
道路检测工程师,7000-8000,北京,北京奥科瑞检测技术开发有限公司,
Java后台开发工程师-研发类（中航信移动科技有限公司）,面议,北京,58 X 腾讯课堂-中国民航信息网络股份有限公司,
Java开发工程师-数据研究院,面议,北京,北京东方金信科技有限公司,
Java 开发工程师-产品中心,面议,北京,北京东方金信科技有限公司,
JAVA实习生,面议,湖北省-武汉,中华英才网云招聘-武汉大润发江汉超市发展有限公司,
校招-软件开发与创新岗（Java方向/C语言方向）,面议,其他,58 X 腾讯课堂-中国人寿研发中心,
Java开发工程师（武汉）,面议,湖北省-武汉,中华英才网云招聘-招银云创,
Java开发,面议,北京,北京大豪科技股份有限公司,
测试1,面议,,邢新ATS测试项目-邢新ATS测试项目,
（2020届春招）应用软件开发工程师（Java）,面议,浙江省-杭州,海康威视,",1、在软件项目经理的领导下，配合完成程序设计和开发；  ,2、按产品需求进行软件设计和编码实现，确保安全、质量和性能；  ,3、参与内部测试、部署、实施等工作；  ,4、分析并解决软件开发过程中的问题。  ,  ,1、本科及以上学历，计算机类相关专业；  ,2、对面向对象程序设计和开发有较深入理解，熟悉常用设计模式；  ,3、具备较为扎实的Java语言开发功底，熟悉java EE平台相关知识；  ,4、熟悉Struts/SpringMVC/Hibernate等开发框架；  ,5、熟悉Tomcat、JBoss、Weblogic等应用服务器中的一种。"
Java工程师,面议,上海,英才海外频道-Micro Focus,"Involved in the agile practices and developing new features of PPM products, including coding, testing and write automation cases,Perform problem diagnosis, troubleshooting, and resolution., ,Development capabilities in Java and JSP (must),Bachelor' s degree in Computer Science or equivalent.,Ability to work independently with little supervision,Highly motivated and autonomous.,Have passions for technology and have the ability of      self-learning,Good communication skills.,Able to do written and verbal communication with English. Work with foreigners with English.,Ability to quickly understand product functionalities,Development capabilities in SQL, ,As a member of the RnD team, you will be developing new features of an enterprise product.  The product is widely used by the 500 fortune companies and provides portfolio management capabilities to help enterprise become lean and achieve business agility."
电机和动力系统测试工程师,面议,北京,北京市人才服务中心-精进电动科技股份有限公司,
测试2,面议,,英才内推-中华英才网,
产品经理（单细胞/DNA/基因检测）,面议,北京,北京市人才服务中心-北京博奥晶典生物技术有限公司,"生物学相关专业,博士学历,1.熟悉二代测序技术，具备较强的文案撰写、书面表达能力，对创造设计产品具有高度的热情以及一定的市场敏感度。,2.具备较强的团队精神和组织能力。"
电磁兼容（EMC）测试工程师,面议,北京,北京市人才服务中心-精进电动科技股份有限公司,电气或电磁场相关专业
科研岗-环境监测仪器计量检测装置的设计与开发,面议,北京,北京市人才服务中心-北京市计量检测科学研究院,
科研岗-医学计量领域测量仪器及检测方法开发,面议,北京,北京市人才服务中心-北京市计量检测科学研究院,
科研岗-体外诊断及核酸检测标准物质研制,面议,北京,北京市人才服务中心-北京市计量检测科学研究院,"生物科学，生物技术，生物医药,1.专业对口，获得博士学位时间一般不超过3年； ,2.品学兼优、身体健康且年龄在35周岁以下; ,3.尚未正式安排固定工作； ,4.体检合格； ,5.政审合格； ,6.具有较强的科研能力和敬业精神，有志于从事计量事业，能够尽职尽责地完成博士后研究工作"
车辆道路测试研究博士后,面议,天津,北京市人才服务中心-中国汽车技术研究中心有限公司,
智能座舱测试设备开发博士后,面议,天津,北京市人才服务中心-中国汽车技术研究中心有限公司,
机械工程/机械制造及其自动化（江苏运维公司）,面议,江苏省,中国长江三峡集团有限公司-中国三峡新能源（集团）股份有限公司,
运维开发工程师,面议,浙江省-杭州 北京,北京市人才服务中心-京东集团,
安全运维工程师,面议,四川省-成都,中电科网络空间安全研究院有限公司-中电科网络空间安全研究院有限公司,
职位测试测试,面议,天津,新版ATS内测-新版ATS内测,
检测中心专员（品控）,7000-7100,北京,北京市人才服务中心-北京红星股份有限公司,
食品快速检测技术研发,面议,北京,北京食品科学研究院,
疫苗体外效价测试技术带头人,面议,北京,北京市人才服务中心-北京大北农科技集团股份有限公司,
